dataset,group_id,fold,n,members
obqa,obqa_9b03c3e518c23438b270,4,1,13-623
obqa,obqa_2288349cfcfb4ca5719f,0,1,9-1068
obqa,obqa_190f41b58bd80af296a4,1,1,11-230
obqa,obqa_a7ca0c5918490bf96714,2,1,13-958
obqa,obqa_bfe34ca51fa25f07847f,3,1,14-539
obqa,obqa_b227dec34f0cbb77d7b5,4,1,10-811
obqa,obqa_1555caab54a354aec29d,0,1,1992
obqa,obqa_7fbcc4a21362aca12e23,1,1,10-793
obqa,obqa_e24161c96d670fe0ee9f,2,1,9-129
obqa,obqa_4e4f9c5b50d77563739e,3,1,12-1023
obqa,obqa_3ed8512c00e5dfbd7fba,4,1,1938
obqa,obqa_e62b3b829575d567dc72,0,1,1054
obqa,obqa_be7a2b9066ca3d142855,1,1,12-915
obqa,obqa_6633aa47472d476a856a,2,1,13-192
obqa,obqa_913c06b28d11ef50e3ad,3,1,13-812
obqa,obqa_aca62f367c74ce64d86b,4,1,1646
obqa,obqa_0beb087a5338c08cd676,0,1,12-113
obqa,obqa_e47dc283fc34fb1324e6,1,1,10-975
obqa,obqa_afee624f20769c3eef32,2,1,8-357
obqa,obqa_53116a48228fb9d21a63,3,1,10-480
obqa,obqa_f573414900c9e7d2e375,4,1,12-719
obqa,obqa_a586ac24cf6e926d9e3b,0,1,7-143
obqa,obqa_191dc750b58255cdbd8b,1,1,14-1228
obqa,obqa_34f3ce48dfc72ce976f2,2,1,12-240
obqa,obqa_585fd8285f2705dc73ed,3,1,13-487
obqa,obqa_111a992645f6876a9482,4,1,13-508
obqa,obqa_1495d681d5ff5ce67048,0,1,14-1140
obqa,obqa_8da430e755f736ef84e9,1,1,14-1041
obqa,obqa_b1f419efb2269e4649de,2,1,14-1150
obqa,obqa_1fa64ed969f12b0bb238,3,1,1154
obqa,obqa_69221a437e41f1a994e9,4,1,14-1141
obqa,obqa_97125e2ce705764767bc,0,1,14-312
obqa,obqa_2910b888be51c77b1c98,1,1,10-1052
obqa,obqa_3c648356a6287f68170e,2,1,13-239
obqa,obqa_6171ccadabe0767f868e,3,1,9-1052
obqa,obqa_05404d8363062a52e72e,4,1,161
obqa,obqa_b82c07524e7de892a988,0,1,13-95
obqa,obqa_4f3292f4eba3748b761a,1,1,7-1091
obqa,obqa_c879fd8c53e15d94f80f,2,1,14-1159
obqa,obqa_9a0cacb7ce43298e7526,3,1,11-443
obqa,obqa_5a7bb59ac39aa49c714c,4,1,299
obqa,obqa_9571e0d5f586d4f08b26,0,1,12-947
obqa,obqa_9cf3f02fc24cb535e005,1,1,14-1153
obqa,obqa_9b6bbbcd5e63fbf8e6b1,2,1,10-643
obqa,obqa_b691f326b1c2231cbdd5,3,1,13-941
obqa,obqa_ce7daddce08af8f4e223,4,1,14-323
obqa,obqa_80898a0c356fbf941aea,0,1,11-329
obqa,obqa_2698d8de7ba2de6dc741,1,1,7-856
obqa,obqa_e4390d188e6025198998,2,1,12-786
obqa,obqa_b58687c568723da91b4e,3,1,10-1055
obqa,obqa_6d8fd73a62e9d98d2651,4,1,12-1037
obqa,obqa_4b165d3079f1cd86cd43,0,1,12-779
obqa,obqa_a214bd57c1ed132ce759,1,1,7-499
obqa,obqa_453ea8240116a38f0013,2,1,581
obqa,obqa_6f290fe7c5a277122ae5,3,1,7-348
obqa,obqa_bae2edad9a331b2c2032,4,1,10-564
obqa,obqa_59f367f9a49e258f6fd7,0,1,12-589
obqa,obqa_16403ec983135edf13f0,1,1,11-437
obqa,obqa_33adab6120d4e49ff4c7,2,1,12-797
obqa,obqa_360946c3c4d7e6236159,3,1,12-666
obqa,obqa_1158c7fbdb081e870491,4,1,13-434
obqa,obqa_48ee6f45d64115fa632a,0,1,14-116
obqa,obqa_6eac4747782968746a80,1,1,14-753
obqa,obqa_b81ebe3bb5f4ecbba2b1,2,1,13-482
obqa,obqa_55246a018c15da03adf8,3,1,13-89
obqa,obqa_7c904437acd9e0ff6ac4,4,1,12-597
obqa,obqa_3c6f0a3d4e71b99dee89,0,1,14-1207
obqa,obqa_c0602db235955925e933,1,1,13-250
obqa,obqa_330a59ced1752232cd6e,2,1,13-231
obqa,obqa_197e064ecf5bf14eb19b,3,1,13-885
obqa,obqa_cfab02c4d5e5a14379b1,4,1,10-481
obqa,obqa_43f9e98d004219636e4f,0,1,14-1444
obqa,obqa_cdabdefe728a6eb3b5b8,1,1,11-554
obqa,obqa_43b9a3c26d6df554bb91,2,1,8-472
obqa,obqa_c9e7fa73d9d82ed2769c,3,1,11-360
obqa,obqa_cbccc6a3935c15922682,4,1,11-204
obqa,obqa_eb6830f25af943e2b273,0,1,10-935
obqa,obqa_3a05ac01e79db3255448,1,1,14-266
obqa,obqa_699c5fb76886cdeefedb,2,1,12-354
obqa,obqa_f0a38cbecc578227fd23,3,1,12-442
obqa,obqa_6f5441edbabf3d483515,4,1,10-835
obqa,obqa_7811ca4b1f8f5ecceb94,0,1,10-309
obqa,obqa_b28bc6b5c5d70d15637d,1,1,11-305
obqa,obqa_676f2d59bfcc00d3a7e5,2,1,9-781
obqa,obqa_169a45f89760d76b5942,3,1,12-957
obqa,obqa_0786e3d448a0b9a60ac4,4,1,864
obqa,obqa_4cdb818a2820dfcce8c0,0,1,13-783
obqa,obqa_10a8965d67b7b6fa43db,1,1,10-6
obqa,obqa_59cbf1a30f19900e1f54,2,1,7-274
obqa,obqa_39bb6e6db3c5c8749445,3,1,12-1196
obqa,obqa_73058de87addb941366f,4,1,13-485
obqa,obqa_d1c3745884cabf6c4a78,0,1,10-634
obqa,obqa_88d1cb08f30b6b072f6e,1,1,12-29
obqa,obqa_cd416b281565df8b86f6,2,1,12-747
obqa,obqa_2a021ca9b3bc28def6d9,3,1,14-543
obqa,obqa_23dedf4e15a3c7a22aa2,4,1,12-1114
obqa,obqa_455ffd378b93b4b69ffb,0,1,10-362
obqa,obqa_b167f33ba3985c6e99d6,1,1,7-1027
obqa,obqa_ce786c9c6bb28dabd272,2,1,11-202
obqa,obqa_82b7f62b182bdf8ab8c9,3,1,10-1154
obqa,obqa_9343832eee70b0fa6898,4,1,12-780
obqa,obqa_f3366559ddc7c1ff6b0c,0,1,9-1037
obqa,obqa_36a61d00c474faeb7d1e,1,1,14-887
obqa,obqa_4c02d9245a62d29134f0,2,1,13-494
obqa,obqa_ded0f7f0c643d98b3500,3,1,14-1419
obqa,obqa_25e49552c9d877ab677b,4,1,12-267
obqa,obqa_0a9908d19fecd88d3df2,0,1,11-210
obqa,obqa_53c5948aaa2558242124,1,1,12
obqa,obqa_e398cbc913b70c467694,2,1,12-808
obqa,obqa_460e52cbae9b2dfd3406,3,1,1921
obqa,obqa_c4ab170fb6777dcc5e09,4,1,12-232
obqa,obqa_e6852af171ff3ddfd78a,0,1,14-924
obqa,obqa_3a3be92fa969ed091fec,1,1,14-1175
obqa,obqa_c49aae2cdf790fe5196e,2,1,10-47
obqa,obqa_385820b01753a723f300,3,1,8-421
obqa,obqa_aa21e831f13dc86c3231,4,1,288
obqa,obqa_24fe203931f762bde1b5,0,1,10-271
obqa,obqa_78061b31df3efd5ade84,1,1,11-154
obqa,obqa_b59f9cdb22904678a9df,2,1,14-1402
obqa,obqa_d58957255fce21971130,3,1,11-153
obqa,obqa_80c51d5b85b1631d7046,4,1,14-1332
obqa,obqa_5e1d6e57ed4afde0a5d5,0,1,13-338
obqa,obqa_b65ce2cfc4d1fe5a5c84,1,1,9-156
obqa,obqa_e2109c15379e967ccff9,2,1,12-32
obqa,obqa_a6814d81ce4f15b235fd,3,1,14-1060
obqa,obqa_f146b01a3e8465b133d3,4,1,10-76
obqa,obqa_3ac87878140522f1ed13,0,1,13-590
obqa,obqa_4cb8e054bd0358b0a4b9,1,1,14-438
obqa,obqa_20dcfbf0687070c53fee,2,1,77
obqa,obqa_793543fa06dee9f18976,3,1,14-339
obqa,obqa_cf8ebdd7158706942710,4,1,9-599
obqa,obqa_9965a9dc88ef23b04894,0,1,14-1307
obqa,obqa_f0e6d7530436831c0ee0,1,1,14-214
obqa,obqa_d7c2010b8e4200e17808,2,1,12-7
obqa,obqa_319e6c4e43aacd770235,3,1,14-32
obqa,obqa_a1d35141f1ab29e59d38,4,1,13-23
obqa,obqa_515a9b4db4f6915a7aaf,0,1,12-1047
obqa,obqa_cf84893f68dbcfeb7147,1,1,9-623
obqa,obqa_3d9f8522e38671f77824,2,1,12-521
obqa,obqa_ed531396c9d772ef634a,3,1,11-626
obqa,obqa_c1c6e431a0012fa26987,4,1,10-937
obqa,obqa_37d02d5ed3c63d016984,0,1,12-75
obqa,obqa_7186ceec4448392fea48,1,1,14-110
obqa,obqa_6053c30cb9789be7c302,2,1,11-541
obqa,obqa_ec441a1c7641e33a72aa,3,1,12-286
obqa,obqa_7043bb6a93ea55504b0d,4,1,10-543
obqa,obqa_8e38a3c233b32ba7911b,0,1,11-75
obqa,obqa_de635cfa2d1929a2b1dc,1,1,7-531
obqa,obqa_51f13e5c10a48542958e,2,1,13-476
obqa,obqa_114d9bac2d9df4ecda94,3,1,7-3
obqa,obqa_cfe7157e238ab55895ad,4,1,12-331
obqa,obqa_0731274f2248bf4fee5f,0,1,14-1464
obqa,obqa_bc058a706f93ffa05471,1,1,14-325
obqa,obqa_bddb4e9147e250a82205,2,1,14-319
obqa,obqa_49b91470e224480efbe9,3,1,11-188
obqa,obqa_30252ee405cf07daa342,4,1,1081
obqa,obqa_8d577a0a63091b3cb14c,0,1,10-964
obqa,obqa_8f36e1ae141a6705ad9f,1,1,13-557
obqa,obqa_d9a2cc76bb92dec30623,2,1,14-1314
obqa,obqa_1707917f50b13cecb71b,3,1,10-60
obqa,obqa_19ac92c824931b6f9ecc,4,1,11-514
obqa,obqa_735f042917f42f3b5baa,0,1,1544
obqa,obqa_c685f2c30e851ef19e9d,1,1,1806
obqa,obqa_cc372495d3f435007e70,2,1,8-124
obqa,obqa_62528275844053d2a632,3,1,10-992
obqa,obqa_01379d026cac50e6d30f,4,1,12-172
obqa,obqa_5413a7f14b5b10849c40,0,1,14-1353
obqa,obqa_18c49579daad21302bb7,1,1,11-513
obqa,obqa_8050c9d9316e35846819,2,1,14-345
obqa,obqa_6f87ec72cdbf8c2ce910,3,1,10-210
obqa,obqa_50dfa0d0434e09c47fcc,4,1,12-916
obqa,obqa_38c9f2108ebf9ad9afb5,0,1,10-202
obqa,obqa_f716a2551abe587cf398,1,1,13-425
obqa,obqa_50fe5d5f58e892127ccd,2,1,7-443
obqa,obqa_35aa1eb3aa988d5f92d6,3,1,10-1089
obqa,obqa_442c4b633593cb9820ec,4,1,14-1229
obqa,obqa_b86ca5adc8a052548b19,0,1,13-928
obqa,obqa_19004bfacd10fa79ff90,1,1,13-166
obqa,obqa_21fc569ce5c8e1bdaab0,2,1,12-648
obqa,obqa_85fbb9c59601b99e91a5,3,1,12-614
obqa,obqa_d781f0b6184f44c0ddf4,4,1,13-351
obqa,obqa_1980cb7ce5e91f15dca8,0,1,10-454
obqa,obqa_d43521a23ebde9136b00,1,1,12-197
obqa,obqa_97bd67ba6a4ef5b2cea4,2,1,14-1348
obqa,obqa_8eb4f2dcceecae068f56,3,1,13-900
obqa,obqa_2448b35a4f68da0ebd0d,4,1,1094
obqa,obqa_220eabdce0ff64ca8683,0,1,11-600
obqa,obqa_842a03ea06dfb86e7732,1,1,13-68
obqa,obqa_e08f178bd331e710d20f,2,1,11-39
obqa,obqa_60d95e3b5e7398655897,3,1,14-1009
obqa,obqa_7d944d3057be942cc9e9,4,1,7-670
obqa,obqa_a6b387863d2de776b054,0,1,11-306
obqa,obqa_03fe7d66906a6f543780,1,1,9-917
obqa,obqa_30e4301088087986fca5,2,1,11-31
obqa,obqa_5998c5cf3e99eb34f5a5,3,1,7-1107
obqa,obqa_2477b5c79d95061e6a7d,4,1,10-1101
obqa,obqa_b9777440c7a7d57b3a26,0,1,12-65
obqa,obqa_f955d00bd5fcc9ab005a,1,1,9-760
obqa,obqa_18541824050c1c97179f,2,1,10-1038
obqa,obqa_70767f89cc43d668fca1,3,1,11-217
obqa,obqa_8b8ce87c07362e6ce280,4,1,1380
obqa,obqa_adc1a38b64616edaf54d,0,1,13-1006
obqa,obqa_16b55b46364b8be9ca96,1,1,14-658
obqa,obqa_63faf0fc32656e20e493,2,1,13-243
obqa,obqa_4eb52ce2118d3c4be15e,3,1,14-1006
obqa,obqa_ae9197948edd013dfcf2,4,1,14-1262
obqa,obqa_e7b911110e83b63707ba,0,1,12-412
obqa,obqa_a5171e339da1f6655e3a,1,1,9-1028
obqa,obqa_bb5251733d0034c5e9b6,2,1,14-449
obqa,obqa_05791c69c19d75923a8e,3,1,10-861
obqa,obqa_2b7bf61e3ff01fa082bf,4,1,800
obqa,obqa_73b8921f92c14ab4e4aa,0,1,12-115
obqa,obqa_92e43b84019de263b1c4,1,1,13-961
obqa,obqa_9579d85c43c58dc768ec,2,1,13-170
obqa,obqa_aa6c995bfb3235f800ca,3,1,10-1067
obqa,obqa_a8b7aa7b6dd56d811653,4,1,12-445
obqa,obqa_45251a27c8125375bc5f,0,1,1494
obqa,obqa_0fa684c677ceff7757b3,1,1,14-1264
obqa,obqa_35183303a9e6246dd758,2,1,13-851
obqa,obqa_8862b023b1dfa9f8f1f0,3,1,14-518
obqa,obqa_7f766056cc9fa64ffce0,4,1,13-219
obqa,obqa_775339d6e6dbfe8abb4a,0,1,11-129
obqa,obqa_e778bd6d370ed85d0e5e,1,1,12-389
obqa,obqa_0f35c858408ab22f9b1a,2,1,14-1490
obqa,obqa_4ab0e0cd203fa57d42b4,3,1,11-271
obqa,obqa_88f86bf615a80a90e20a,4,1,12-778
obqa,obqa_04a2ed25866d4af5d732,0,1,217
obqa,obqa_273005c8f2972f64e32f,1,1,13-184
obqa,obqa_7c5dbc601aab310f1fe3,2,1,11-219
obqa,obqa_f55528f5924a0378e71f,3,1,7-700
obqa,obqa_c14460367c3e52ed898e,4,1,10-1046
obqa,obqa_3b348e1af9b9ab6917a4,0,1,10-865
obqa,obqa_97e322c26a73aa927a92,1,1,10-928
obqa,obqa_4d1f2b13ba6ab78b48ea,2,1,10-491
obqa,obqa_07e542a0f0f1766dc1bb,3,1,10-247
obqa,obqa_7c5255403d000f5c3cbe,4,1,7-421
obqa,obqa_9c1c4d5b2c1e7d0e97fb,0,1,13-51
obqa,obqa_f91d033241d818f235ba,1,1,14-20
obqa,obqa_fcf201435278cdd02da0,2,1,699
obqa,obqa_63bac2d07a0d5294e3a3,3,1,11-239
obqa,obqa_7e163992ad1ff290c162,4,1,12-338
obqa,obqa_6c0f0edec41acafc989a,0,1,11-314
obqa,obqa_bf370c9e78ad3cdde819,1,1,14-725
obqa,obqa_7204d0d4147e1de05d83,2,1,10-196
obqa,obqa_8f8ad3fba38f17540046,3,1,9-1165
obqa,obqa_301d3ced81537f633ecd,4,1,11-151
obqa,obqa_02310400f96a46b74a80,0,1,14-1346
obqa,obqa_a00b93ee30adb34d80e3,1,1,10-42
obqa,obqa_c651ecd02b15967268df,2,1,14-488
obqa,obqa_dd73957aa48e0093e5b1,3,1,11-365
obqa,obqa_d7986672afc6d96e70ef,4,1,12-266
obqa,obqa_899c51d55003bb5bab28,0,1,7-1066
obqa,obqa_03e24471a2962dac5511,1,1,12-960
obqa,obqa_343b60034fc73efb76fe,2,1,14-928
obqa,obqa_043cb7920e88857ddd9e,3,1,14-1088
obqa,obqa_134860fcb0f088a6b6d6,4,1,13-617
obqa,obqa_dd79c08daa36a99108ca,0,1,12-1027
obqa,obqa_8338df264c900fd6047d,1,1,10-753
obqa,obqa_09c2dfd91730d8ca9d4e,2,1,14-402
obqa,obqa_8c7431297fa2e8f428c2,3,1,7-550
obqa,obqa_9069dc411c8936d0f70e,4,1,12-249
obqa,obqa_c185fb0845ad0a317bda,0,1,11-399
obqa,obqa_b7153ce578daf0c65c2c,1,1,14-1281
obqa,obqa_821b613ea768337ad58c,2,1,282
obqa,obqa_f32465091920670f6c6e,3,1,10-223
obqa,obqa_1bcc7ef6a162d6e56f7c,4,1,14-1102
obqa,obqa_d02ba230192cc251086e,0,1,8-233
obqa,obqa_42d3158492c16000af1e,1,1,13-405
obqa,obqa_73b347b516cfdedca46f,2,1,12-919
obqa,obqa_7b0547a450f1a01646fb,3,1,8-458
obqa,obqa_50a01b592b26d5ea3933,4,1,10-328
obqa,obqa_2e678b7e6a1a65a2c7ea,0,1,7-1005
obqa,obqa_602a3a6ebbb3894702af,1,1,14-333
obqa,obqa_262ebe63bb76f65117d5,2,1,1695
obqa,obqa_8a2aaaf026bfda443ca4,3,1,13-874
obqa,obqa_e9d0cdc980f2527c832c,4,1,10-169
obqa,obqa_5743aee0da1854ddbff6,0,1,11-634
obqa,obqa_94be0309bbb2a175c621,1,1,12-1035
obqa,obqa_4128b85f5b3be9aa6520,2,1,13-625
obqa,obqa_084866163ef97cb139cb,3,1,9-31
obqa,obqa_b277cfbca3c496873ece,4,1,12-837
obqa,obqa_f6be964b191493e55b3f,0,1,10-1036
obqa,obqa_e53f1361810a8b723cde,1,1,8-301
obqa,obqa_35111011543f4d37d356,2,1,10-980
obqa,obqa_c854c99a6fa7d918ee86,3,1,826
obqa,obqa_674bd35b921b60c34d64,4,1,10-1084
obqa,obqa_7280a3e144ab1fb2a9ff,0,1,14-1063
obqa,obqa_cf23be3bc0d68a860456,1,1,10-430
obqa,obqa_b62dd68d3b35f4d948a1,2,1,13-142
obqa,obqa_a39bed83c99c236affc0,3,1,12-56
obqa,obqa_d567dd6cfca3fec165f0,4,1,8-383
obqa,obqa_bb35138c6524aea113b3,0,1,13-989
obqa,obqa_db0f025f04b6b347165a,1,1,10-341
obqa,obqa_649d385ef11cb7c9afa3,2,1,12-63
obqa,obqa_09991fa43ef187b848f4,3,1,9-938
obqa,obqa_5bf3179f9d73b82b2509,4,1,11-258
obqa,obqa_3d11bcfcc63153d6064f,0,1,510
obqa,obqa_9c8db5a94316bd1d0e7e,1,1,7-555
obqa,obqa_b6b979318bee179468f5,2,1,12-9
obqa,obqa_861d77a19bd961caf1bb,3,1,7-579
obqa,obqa_80877aa5e4b2374e64e3,4,1,13-419
obqa,obqa_9c87837d59ae7d47c99c,0,1,12-284
obqa,obqa_9e4fea9302be1392df7d,1,1,10-22
obqa,obqa_8db3b3cfe57932dd45c0,2,1,13-950
obqa,obqa_e16c3177b41c42a0f053,3,1,12-969
obqa,obqa_f9bb5f5780dcfc9c242d,4,1,10-1022
obqa,obqa_03f4786322695ff21a30,0,1,11-257
obqa,obqa_ee14d51c9242446730cc,1,1,12-1161
obqa,obqa_b92527036a74aae25140,2,1,12-1147
obqa,obqa_12fab593399b7af27d5e,3,1,12-866
obqa,obqa_b678cd12cb76913ffc12,4,1,12-309
obqa,obqa_7c9edc5cc462bbbf71ef,0,1,9-162
obqa,obqa_a3738f94b38a4782bf2c,1,1,11-181
obqa,obqa_357a50e9475169b329c3,2,1,11-119
obqa,obqa_8986efb3bbee2a1e76ed,3,1,12-711
obqa,obqa_cad60434e3a83dc3b0f2,4,1,8-137
obqa,obqa_c13a3a42b7fe389023a8,0,1,8-17
obqa,obqa_3210ad168ed001c2be3c,1,1,14-840
obqa,obqa_a31ad412f34b6d8b50f3,2,1,10-683
obqa,obqa_960b3d0fc1c2a8eefa6c,3,1,10-140
obqa,obqa_348085dfae60d5b1d30b,4,1,13-552
obqa,obqa_57b1d9bb9a1b5aa3b717,0,1,12-1117
obqa,obqa_3effcc2d065ef2051094,1,1,11-604
obqa,obqa_1053469b57cb6d25eaf1,2,1,7-563
obqa,obqa_c9a6dac421226545b78d,3,1,13-1058
obqa,obqa_6fe2b91c552d588564c3,4,1,12-993
obqa,obqa_74d5ce99e47fed557b4d,0,1,9-654
obqa,obqa_0099fef14f6d34dbe7bc,1,1,1567
obqa,obqa_338865e2f083b9f676e4,2,1,12-471
obqa,obqa_ff8b7ddab24d5614edf0,3,1,14-1126
obqa,obqa_760651d97d59eeacc360,4,1,13-109
obqa,obqa_b53bfb3272fd76a78018,0,1,13-646
obqa,obqa_4e07749af23ff9d93c17,1,1,12-568
obqa,obqa_0894e9d8a8cb9715c38f,2,1,11-412
obqa,obqa_4f7a3a0a3e89a461e293,3,1,1093
obqa,obqa_6fa66a14dc5b79c8a5eb,4,1,10-1106
obqa,obqa_458dd7d5902543df9082,0,1,10-492
obqa,obqa_14fb07292d7fc97e03cd,1,1,8-90
obqa,obqa_5d819ef57146491684a8,2,1,84
obqa,obqa_84b4e20ce22b960276ea,3,1,14-365
obqa,obqa_31dc6c07d9ba20a8017c,4,1,14-1392
obqa,obqa_6701a81b0807ffcd1f24,0,1,13-918
obqa,obqa_dfd7081fcd709900a877,1,1,12-891
obqa,obqa_a8db7b0db110903e5324,2,1,14-883
obqa,obqa_436772f5b7e711c9d300,3,1,10-957
obqa,obqa_74ce5cbbc4aac4661238,4,1,1351
obqa,obqa_24176d19ead429d15697,0,1,10-630
obqa,obqa_daac8ee3b815a2a0314b,1,1,10-526
obqa,obqa_94f50a200e341f177908,2,1,9-86
obqa,obqa_a4ecce7b4bfbf719e52f,3,1,7-948
obqa,obqa_5ca88944215aa3959c59,4,1,306
obqa,obqa_1d62341252d3150a7a98,0,1,10-776
obqa,obqa_dec529779997d28639e4,1,1,10-142
obqa,obqa_9dba58648e0f85303db1,2,1,14-558
obqa,obqa_2f7f63ead4173cf212f1,3,1,7-1117
obqa,obqa_6e389cde8ebe4e54da4d,4,1,10-855
obqa,obqa_f9c28486852f6f9c12fd,0,1,7-398
obqa,obqa_cc8a0014e354887f93ce,1,1,14-959
obqa,obqa_4a34e00dc123619b258d,2,1,14-966
obqa,obqa_bfe19ac560e0a58036dc,3,1,12-526
obqa,obqa_1abaa009bb697c84c62a,4,1,14-557
obqa,obqa_d9678b27962278f93961,0,1,14-1416
obqa,obqa_e53672f0d2321c5dea40,1,1,14-436
obqa,obqa_05997ae3022ce47f2030,2,1,657
obqa,obqa_d03bcbad7f754fd2134e,3,1,10-292
obqa,obqa_4f45df1e34529c2336d9,4,1,12-1127
obqa,obqa_428bba824cf3fab54d93,0,1,10-539
obqa,obqa_82ef642cfdc2db6cb52a,1,1,12-635
obqa,obqa_6e29568a556d7f251d9f,2,1,12-422
obqa,obqa_17ec0c4adc2266ce1010,3,1,7-1014
obqa,obqa_847e3b3b883ad0988d29,4,1,10-892
obqa,obqa_4317993d23620390ffa9,0,1,9-459
obqa,obqa_88fa7520ea2f98860a4f,1,1,13-347
obqa,obqa_4ad6f1916eca4e921270,2,1,10-658
obqa,obqa_26c0180a8faa208bf327,3,1,7-751
obqa,obqa_eec602ba3feb0fef9a1d,4,1,8-252
obqa,obqa_2617fd6de180e8aed326,0,1,13-137
obqa,obqa_f9266aaf96b5ff089935,1,1,12-795
obqa,obqa_ef82741cc0105ec729a3,2,1,14-1396
obqa,obqa_ac2c43b7891bb51d603b,3,1,13-826
obqa,obqa_d2928a5092a3e854f0bf,4,1,12-1062
obqa,obqa_8bfd21f94d598032819f,0,1,356
obqa,obqa_f281c4469409f8d744a4,1,1,8-173
obqa,obqa_ccef8d9639c5cc5c59c8,2,1,558
obqa,obqa_fc6e9db81d4a45d8b000,3,1,12-182
obqa,obqa_19f6f579effab829ff32,4,1,14-40
obqa,obqa_e35243a73fb530d43ba7,0,1,12-355
obqa,obqa_ff9cf00a2f91643d2303,1,1,9-415
obqa,obqa_0d594d9fd169fc403257,2,1,12-336
obqa,obqa_7507197f981d7a54f880,3,1,14-865
obqa,obqa_fe3d1535062927fb594a,4,1,207
obqa,obqa_7336483106ba31d715df,0,1,1187
obqa,obqa_339d9507a35bfbd01f39,1,1,8-156
obqa,obqa_1b9c1742873334ce7346,2,1,183
obqa,obqa_8b08c0aa4f13c1d18191,3,1,12-46
obqa,obqa_39128afa0960d147e736,4,1,12-988
obqa,obqa_5a086aa7ddf0646dc201,0,1,14-1340
obqa,obqa_6450567d16d936521a4a,1,1,12-1084
obqa,obqa_6b8a855c4076d40fd3cf,2,1,12-1056
obqa,obqa_631823a9f5d7e08c6ae8,3,1,11-517
obqa,obqa_4f5b6efbfff90a9c1434,4,1,14-326
obqa,obqa_94f50e52ad61385c2fc2,0,1,24
obqa,obqa_e498979bed413edf0d1d,1,1,10-70
obqa,obqa_f001cae1859a85c5a8f9,2,1,7-11
obqa,obqa_76d563f73153d25076b3,3,1,13-726
obqa,obqa_69636d0f051170fcb333,4,1,12-316
obqa,obqa_072a72dcbbf9d91e4bbc,0,1,13-1055
obqa,obqa_e4ca7e093f5603aa6213,1,1,7-659
obqa,obqa_6ef7f2e1eaa7a47d9c5a,2,1,8-83
obqa,obqa_9ea72431a953843bc574,3,1,7-1182
obqa,obqa_5baac622e37b46bd2e0d,4,1,13-182
obqa,obqa_ce1bb7e04495c392b4a4,0,1,8-427
obqa,obqa_45f4dd0553fc6f98be5d,1,1,10-833
obqa,obqa_847f144ffb4d4674566f,2,1,12-637
obqa,obqa_14d406682d9faf56a3fb,3,1,12-178
obqa,obqa_e6a6cc00dfd8578f11c8,4,1,13-339
obqa,obqa_e67ecfd7fce19270d7ec,0,1,14-934
obqa,obqa_ab0dc37fcff78eb230d7,1,1,12-688
obqa,obqa_09044df83923e58ceb5a,2,1,7-30
obqa,obqa_49f308dd9e3aad6aceb3,3,1,13-666
obqa,obqa_98e1abb9688a852fb548,4,1,10-112
obqa,obqa_7d27194a22070baec92f,0,1,10-695
obqa,obqa_d53af974be89ca5b6bf1,1,1,325
obqa,obqa_fd7f2939ed257a01f639,2,1,12-593
obqa,obqa_55c7d6ae094912443bcf,3,1,12-481
obqa,obqa_1639b87c20181df96961,4,1,13-561
obqa,obqa_f3c04a6d96ad89e3b8c0,0,1,12-512
obqa,obqa_f82a3f6a92551b8d3a7a,1,1,10-856
obqa,obqa_29e30f655821745af6f2,2,1,12-714
obqa,obqa_92f58898f2455129835c,3,1,9-899
obqa,obqa_6f10574d41da2c2aadc1,4,1,10-786
obqa,obqa_137c8a26ec39fc82c6d6,0,1,12-798
obqa,obqa_83b302e7bc2dda3bd422,1,1,11-530
obqa,obqa_39f8f1869e5244ea4f2f,2,1,13-1057
obqa,obqa_8fa42e3ea58c905ed440,3,1,14-1391
obqa,obqa_a342ea199cfa0d0ef5d6,4,1,10-1211
obqa,obqa_8a605d70f066c43e0220,0,1,14-1013
obqa,obqa_8bdb22e2574ba9c0e0d0,1,1,14-1354
obqa,obqa_7a492e27cfff2d5162d3,2,1,783
obqa,obqa_795270d29a1d9cb671f4,3,1,7-446
obqa,obqa_879f96f932be10cba919,4,1,11-287
obqa,obqa_96c4433eaf1bcefb0726,0,1,10-554
obqa,obqa_cbca400079555e578d59,1,1,9-1133
obqa,obqa_f5d250484c9887fdcd77,2,1,10-1041
obqa,obqa_b4fea4d4acfa1a542e61,3,1,14-1379
obqa,obqa_eb8628b1a3e172d23a88,4,1,10-572
obqa,obqa_11244bf09da0b6453a7f,0,1,14-567
obqa,obqa_67f04c4bddbe934f1224,1,1,14-1030
obqa,obqa_1d0c279d70f4ec4079de,2,1,14-1358
obqa,obqa_0ac60aa388acbaf3da41,3,1,1440
obqa,obqa_e47ff29bc167d200b3c2,4,1,7-950
obqa,obqa_3545f8fcafff8274a266,0,1,13-215
obqa,obqa_33fde0e1497aab6f226e,1,1,13-154
obqa,obqa_7cf4919d90edf54f6a87,2,1,14-1333
obqa,obqa_51074ff8d2076d760a74,3,1,14-387
obqa,obqa_bb5fcf89c682696944e6,4,1,12-992
obqa,obqa_0632e9abe450647bd2f8,0,1,14-268
obqa,obqa_1508d0ca93699dd5ea55,1,1,14-215
obqa,obqa_d8de818e89eb9e0406ea,2,1,10-428
obqa,obqa_eda053f455484010f4fe,3,1,12-888
obqa,obqa_454a8e44b3f7a97c268c,4,1,13-461
